Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDZ08,OUT046,1245.174945
NCJ05,OUT018,2463.710346
FDF59,OUT046,1849.406981
NCO05,OUT035,2016.101431
FDW24,OUT018,835.0785451
NCX42,OUT018,2709.713361
NCA53,OUT035,915.4776556
FDI45,OUT019,445.4418672
FDG46,OUT046,2236.370759
FDM20,OUT010,533.4807294
FDW11,OUT010,225.102053
FDX08,OUT035,3130.380732
NCK17,OUT035,694.4759076
FDK32,OUT018,2168.34152
NCA42,OUT035,2854.896673
DRI01,OUT035,2881.561875
NCL55,OUT049,3957.666947
DRE25,OUT018,1372.454743
FDD14,OUT017,3212.345536
FDB10,OUT046,3367.33567
DRN11,OUT035,2546.835395
FDP38,OUT018,826.8250356
NCA30,OUT017,2855.414659
FDT15,OUT017,2869.125814
NCP55,OUT018,874.3099982
FDF12,OUT035,2557.622821
FDM21,OUT018,3337.585224
FDX56,OUT035,3978.261239
FDF10,OUT017,2706.235252
FDT32,OUT045,3122.85188
FDM51,OUT018,1344.1655
NCR50,OUT018,2291.01302
FDI19,OUT049,3742.113817
FDX21,OUT017,1657.442632
FDR31,OUT035,2531.496242
FDY02,OUT013,4146.448332
NCA29,OUT045,3204.869993
NCX17,OUT046,3281.989732
FDM12,OUT045,2564.805791
FDI53,OUT027,3950.664492
NCU30,OUT049,2835.663862
FDC56,OUT027,3162.365704
FDK27,OUT018,1488.962062
NCK18,OUT017,2805.743986
FDB52,OUT019,530.6202943
DRG25,OUT027,5057.90858
FDZ13,OUT049,947.9827856
FDB57,OUT019,475.4023514
FDR40,OUT046,1359.258972
NCO14,OUT019,163.2835083
NCN19,OUT045,2681.51943
FDQ28,OUT019,334.1477613
FDO13,OUT018,2440.531743
FDK48,OUT013,1153.413432
FDU07,OUT018,2283.962567
FDW20,OUT046,2446.386407
FDV12,OUT010,222.4567693
FDH24,OUT013,2520.338354
FDV59,OUT049,3538.36913
FDK57,OUT045,1644.362502
FDL16,OUT027,1760.012965
NCQ17,OUT046,2278.074841
FDJ15,OUT018,2630.763752
FDX24,OUT049,1444.497415
FDT47,OUT046,1966.540654
FDT10,OUT049,1036.428177
FDZ37,OUT018,1284.376221
FDW43,OUT027,5566.273304
DRN36,OUT017,1640.232549
FDJ14,OUT045,1351.853758
FDA32,OUT013,3453.965364
FDJ38,OUT019,647.5610615
FDQ57,OUT017,2271.474354
NCQ41,OUT019,638.9084606
FDG56,OUT049,1061.10348
DRC13,OUT027,2768.541172
FDV55,OUT035,2591.726954
FDQ49,OUT045,2434.997297
FDE29,OUT010,187.6314681
FDR03,OUT013,3653.362185
FDD45,OUT049,1475.706507
FDN38,OUT010,514.8164732
FDT56,OUT046,832.6400124
FDT48,OUT045,3178.435803
FDU03,OUT049,3427.945881
FDC56,OUT010,249.921793
NCO43,OUT027,2691.801226
FDQ27,OUT017,1880.692792
FDR03,OUT046,2989.599196
DRH23,OUT010,177.1106958
FDG22,OUT045,676.5745675
NCJ42,OUT013,1404.335324
FDR24,OUT046,1481.519584
FDW60,OUT035,3050.168797
FDJ08,OUT013,3222.925109
DRL59,OUT018,932.5045314
FDG60,OUT010,505.746297
FDW27,OUT017,2765.297432
FDX14,OUT018,1192.423427
FDC20,OUT013,821.1201281
NCS29,OUT018,3484.110066
FDJ56,OUT046,1678.628778
FDB20,OUT019,239.5104698
FDL28,OUT027,5319.898188
FDW01,OUT018,2074.868031
FDL03,OUT046,2751.176256
FDX22,OUT049,4074.501903
FDJ21,OUT035,3028.3123
FDR31,OUT045,2546.862487
FDG21,OUT035,3019.193473
FDS22,OUT027,1771.502943
FDK08,OUT035,1702.535997
FDE17,OUT018,2215.804088
NCN30,OUT017,1608.168936
FDT50,OUT046,1306.150799
NCX42,OUT049,2899.22702
FDJ12,OUT035,3504.1585
NCA18,OUT027,2838.101616
FDP23,OUT019,544.1407072
FDX12,OUT013,3697.286073
FDN40,OUT018,2262.86206
FDV48,OUT035,1342.719706
NCY54,OUT013,3033.787296
FDL16,OUT010,170.5230571
FDR45,OUT018,2471.648596
FDJ52,OUT046,2441.872984
DRG01,OUT017,1407.197092
FDP52,OUT013,3743.77786
FDU58,OUT017,3228.489315
FDL02,OUT045,1728.863198
FDG28,OUT013,3721.955989
FDA19,OUT035,2098.77534
FDW46,OUT027,2208.361715
NCD43,OUT049,1581.42062
DRG39,OUT013,758.7283245
NCF55,OUT049,874.5391308
FDJ07,OUT046,2109.623264
FDE08,OUT046,2261.492202
FDP56,OUT019,194.6898445
FDT45,OUT045,841.9517694
FDF17,OUT018,2791.850658
FDX44,OUT046,1355.133323
FDM28,OUT027,4776.274758
FDI36,OUT049,3216.295643
FDS07,OUT045,1759.499641
FDD36,OUT045,1976.904511
FDW11,OUT046,1073.960328
FDN40,OUT049,2348.9775
NCQ18,OUT049,1655.770251
NCQ54,OUT017,3225.589992
NCS42,OUT045,1667.125284
DRH39,OUT010,182.6197487
FDC09,OUT027,2810.106878
FDT08,OUT010,352.7318329
FDC08,OUT035,3937.810904
FDT20,OUT017,690.0047474
FDS35,OUT035,1259.47115
FDX58,OUT018,2976.355147
FDW58,OUT046,1963.767472
DRD27,OUT046,1600.437493
FDH32,OUT019,247.9167819
FDS26,OUT035,4516.048881
FDQ31,OUT046,1506.124916
FDP11,OUT018,3459.209772
FDD58,OUT017,1594.73013
FDM33,OUT045,3306.145326
FDZ16,OUT049,3504.498131
NCS29,OUT010,551.5487606
NCM18,OUT019,214.1240814
FDP11,OUT049,3322.997641
NCC42,OUT017,2264.147204
DRM23,OUT046,2547.116691
NCN55,OUT027,4530.353894
FDK46,OUT013,4284.70021
FDR01,OUT046,3789.327932
NCA05,OUT045,1968.452518
NCP43,OUT017,2988.607573
FDR12,OUT010,372.590593
FDQ01,OUT013,3599.432092
FDM13,OUT046,1954.530568
FDQ19,OUT017,3926.642051
FDK56,OUT019,457.1183818
NCX06,OUT010,468.7163375
FDO56,OUT027,3045.932974
FDU45,OUT045,2028.005083
FDI16,OUT019,186.4806125
FDL32,OUT046,1942.377939
FDA07,OUT046,2529.310441
FDA14,OUT045,2180.482811
FDV46,OUT027,3231.644089
NCO07,OUT035,3257.17596
NCP41,OUT046,1909.195119
FDY60,OUT018,1677.052111
FDN38,OUT017,3180.541168
FDO15,OUT046,1313.013114
FDT60,OUT013,2234.45012
FDA55,OUT035,4475.999457
FDE02,OUT010,201.111838
DRJ39,OUT049,3175.997846
FDV34,OUT035,1348.351013
FDS20,OUT027,4543.056467
FDF02,OUT027,2876.451314
FDW40,OUT017,2476.434277
NCB43,OUT046,2722.336626
FDR58,OUT017,1562.241858
DRJ59,OUT035,795.625547
NCD30,OUT017,1775.782384
FDE14,OUT017,1776.109063
FDC28,OUT018,1478.329817
FDU16,OUT018,1313.733362
NCD19,OUT035,916.3249135
FDU21,OUT046,757.5022698
FDV59,OUT027,4839.39032
FDU03,OUT045,2839.567287
FDC33,OUT010,606.8130299
NCR42,OUT035,651.0681025
DRH59,OUT035,1384.801086
NCM31,OUT035,2274.345619
FDS50,OUT035,3290.448039
FDP39,OUT046,995.0597377
FDQ55,OUT013,2051.796655
FDV36,OUT019,314.827568
FDI05,OUT027,2324.55456
FDS45,OUT027,2738.771748
FDA39,OUT045,789.3175267
FDC37,OUT010,222.3407265
FDJ60,OUT027,4366.216981
DRQ35,OUT046,2105.146278
NCJ06,OUT046,1942.199593
NCY42,OUT018,2102.010169
DRM37,OUT049,3360.963541
FDR14,OUT045,873.3781134
FDE51,OUT049,794.3792185
FDT33,OUT017,2693.404261
FDR08,OUT013,1735.301751
FDE36,OUT010,378.9652702
FDL22,OUT019,282.0396367
FDR44,OUT013,2157.762169
FDI56,OUT019,264.5906021
FDE47,OUT010,284.6096427
FDV27,OUT010,222.9104453
FDV10,OUT049,875.2947073
FDC40,OUT045,1357.973418
NCX41,OUT013,3257.296382
NCQ38,OUT027,2617.703043
FDV12,OUT027,2685.972755
FDE52,OUT017,1451.153006
FDG20,OUT027,4549.082032
FDV16,OUT027,1729.884844
FDI32,OUT017,2375.227712
FDJ32,OUT049,1117.822789
FDN39,OUT018,2451.640427
FDY34,OUT017,2952.954513
FDC14,OUT035,868.1056891
FDA55,OUT017,4988.275319
FDZ50,OUT010,583.5005709
DRG13,OUT049,2433.915852
FDP01,OUT013,2390.261906
NCG54,OUT017,2815.534554
FDM13,OUT045,1692.469159
NCO18,OUT027,4657.432411
NCW41,OUT013,2684.917193
FDM52,OUT027,3822.105084
NCF55,OUT035,827.0326861
FDT09,OUT046,2093.870191
NCM19,OUT035,1733.372577
FDW12,OUT018,1987.51973
FDP15,OUT019,666.2392878
FDK36,OUT045,891.5253384
FDZ25,OUT035,2810.769471
NCW06,OUT049,3340.511444
FDW60,OUT046,3245.319035
DRC49,OUT013,2448.531421
NCT17,OUT035,3246.723021
NCN06,OUT018,2397.993846
FDC45,OUT013,2815.347853
DRJ47,OUT019,500.6234281
NCF06,OUT045,3527.39505
FDE21,OUT010,279.2718412
DRG27,OUT013,738.5690559
FDW40,OUT049,2215.889214
NCO53,OUT046,2856.539291
FDE23,OUT049,901.2888408
FDQ16,OUT046,1754.822564
FDS26,OUT045,3825.412008
FDZ13,OUT010,167.0619299
FDS14,OUT049,2436.650832
FDC10,OUT045,1669.844119
FDY16,OUT049,3151.695533
FDJ20,OUT035,2151.974458
FDV43,OUT035,729.4889118
FDZ32,OUT027,2735.236336
FDR23,OUT046,2700.677032
FDN24,OUT035,866.3498804
FDE34,OUT027,4900.532338
FDU31,OUT013,3277.752554
FDW33,OUT018,1558.462944
FDU26,OUT046,1754.950692
FDE20,OUT027,4661.569087
NCW05,OUT035,2049.460692
FDB22,OUT018,2418.671508
FDO56,OUT046,2148.787315
FDA19,OUT027,3373.550033
DRI39,OUT045,916.8435859
FDH52,OUT018,823.3591624
FDZ50,OUT035,3779.199753
NCN42,OUT035,2796.484316
FDB53,OUT013,2563.459724
DRG11,OUT017,2026.213411
DRK11,OUT027,3609.475556
FDQ60,OUT017,2079.724294
FDT36,OUT017,719.4459554
DRG25,OUT018,2879.286494
DRJ23,OUT046,2968.709244
FDG05,OUT035,2493.190923
NCK06,OUT018,1954.935646
FDU52,OUT017,2371.142593
FDW07,OUT018,1295.949552
NCM17,OUT045,809.6773979
FDA22,OUT045,2933.131061
NCA41,OUT018,2768.982827
FDF38,OUT035,909.666699
FDH52,OUT046,1064.517624
FDY58,OUT019,610.1250378
FDZ16,OUT045,3100.731772
NCM18,OUT017,1192.801562
FDA22,OUT018,2292.682756
NCJ43,OUT035,2993.814477
FDI34,OUT027,5596.497423
FDG56,OUT046,1159.31293
FDS34,OUT046,2036.98823
DRC01,OUT035,921.6072095
FDQ04,OUT035,828.3466924
FDK04,OUT035,859.8492378
FDT51,OUT049,1871.860053
FDV26,OUT017,3445.112
FDS04,OUT049,1972.175679
FDW43,OUT018,2819.337523
FDQ28,OUT010,353.1678189
NCK06,OUT017,1932.471548
FDS23,OUT018,2051.104958
FDZ36,OUT019,493.2614968
FDE56,OUT018,826.3512691
FDW10,OUT027,4690.750456
NCN14,OUT045,2692.784811
NCQ18,OUT045,1701.124335
FDW08,OUT017,1721.312203
FDU43,OUT035,4229.928008
FDR33,OUT010,261.5242145
FDM24,OUT010,369.2911973
NCZ05,OUT046,1780.885354
NCV41,OUT035,2052.947494
FDV11,OUT018,2797.819146
NCY05,OUT035,684.0018665
FDV44,OUT018,2682.627668
FDW32,OUT049,1414.54637
NCU18,OUT027,3312.42526
NCC43,OUT035,3877.07191
FDW19,OUT013,1766.482189
FDN31,OUT035,3097.63068
FDI48,OUT045,815.7098968
FDS24,OUT017,1345.555329
FDF46,OUT049,1957.37314
DRG23,OUT017,2131.179447
FDG14,OUT018,2389.946592
NCY30,OUT049,3113.002719
FDO28,OUT018,1683.392332
DRD24,OUT035,2196.475602
FDI33,OUT049,1521.29896
FDN32,OUT046,2881.584084
FDR16,OUT045,3772.24967
FDF26,OUT046,2396.689349
NCN29,OUT018,772.2059879
FDE20,OUT045,3055.162752
FDA46,OUT046,3152.718806
FDU28,OUT045,2591.439687
FDQ48,OUT045,1615.210502
FDV36,OUT013,2180.930197
FDR14,OUT018,821.0964823
FDP23,OUT017,3477.099502
FDP56,OUT013,833.6317119
FDK48,OUT010,168.4173782
FDR48,OUT046,2665.934141
NCY29,OUT049,942.1738975
FDM22,OUT018,805.2167634
DRJ01,OUT013,2518.629042
FDZ43,OUT045,3936.359007
FDV03,OUT035,2739.112514
FDX11,OUT027,4635.237145
NCA41,OUT027,4678.467823
FDE38,OUT017,2511.18457
FDI27,OUT018,799.3402709
FDN32,OUT013,3396.873662
NCN43,OUT017,2090.54426
FDB47,OUT027,5012.812859
FDV03,OUT017,2616.234594
NCN30,OUT045,1528.350543
NCV54,OUT010,267.1609956
FDV07,OUT013,1410.121909
FDP07,OUT049,2857.731427
FDK48,OUT018,1034.481055
FDM15,OUT019,354.6363793
FDY19,OUT027,3120.85873
FDK46,OUT046,3508.434002
FDY11,OUT045,1229.662789
FDH09,OUT046,925.7729814
FDO08,OUT027,4325.247799
FDU14,OUT013,3700.099644
FDD22,OUT027,3158.948895
FDM27,OUT017,2703.651867
FDL02,OUT027,2865.997523
NCA17,OUT035,2442.274709
FDE38,OUT019,520.0614415
NCG07,OUT049,3486.213773
DRC27,OUT013,4305.959481
FDA27,OUT035,3677.19665
FDW40,OUT045,2062.203048
DRI11,OUT013,1829.104827
FDN50,OUT046,1609.655779
FDR12,OUT046,2988.285367
FDT34,OUT027,2986.939781
FDW11,OUT035,1206.556052
NCO30,OUT027,4834.795448
FDZ34,OUT017,3464.047164
FDU45,OUT017,2021.2266
NCD42,OUT035,776.3351725
FDX25,OUT045,3088.303989
NCR29,OUT046,1096.756142
FDX43,OUT019,492.5038694
FDB04,OUT010,207.4952649
FDR49,OUT027,1954.725973
FDS39,OUT018,1785.867374
FDW58,OUT045,1632.371267
FDG22,OUT019,182.9738486
FDG31,OUT017,1037.779173
NCV53,OUT027,5120.639556
DRJ37,OUT035,2759.444455
FDV07,OUT035,1637.159755
FDW52,OUT018,2064.035465
FDT15,OUT045,2732.150424
FDD02,OUT018,1827.384125
FDM16,OUT035,1252.924164
NCE55,OUT046,2805.449212
FDB57,OUT018,2809.745363
FDQ04,OUT013,794.5812201
FDQ47,OUT019,201.7427127
FDY14,OUT019,521.9444793
DRK37,OUT017,3259.570282
FDO25,OUT017,3331.811001
FDL57,OUT046,3986.084538
NCK29,OUT018,1825.929139
FDK46,OUT027,5393.597238
NCB43,OUT010,537.977922
DRE01,OUT027,5091.267766
FDC46,OUT018,2991.344136
FDQ23,OUT045,1770.34173
FDX38,OUT049,836.4222501
FDG60,OUT018,3203.004903
FDW55,OUT017,4673.623166
FDP39,OUT013,771.8712309
FDB20,OUT018,1128.46173
FDV21,OUT017,2326.981987
FDZ02,OUT013,1363.576683
FDP19,OUT027,3117.08705
FDA38,OUT035,3772.440489
FDH22,OUT045,2078.571405
DRM11,OUT045,3587.218912
FDO12,OUT027,4279.589689
FDT14,OUT049,2024.763314
FDW34,OUT010,491.8587319
FDG04,OUT027,4770.343926
FDW59,OUT018,1216.461086
FDR33,OUT018,1569.625699
FDP32,OUT013,1967.185995
FDL13,OUT027,5402.922151
FDD22,OUT013,1976.162569
FDV40,OUT027,2124.497963
NCD55,OUT046,798.5769837
FDQ20,OUT010,143.2151537
FDD28,OUT045,807.8625479
FDC39,OUT045,3429.973297
NCR17,OUT049,1886.959884
DRO35,OUT018,1544.566613
FDF40,OUT049,3541.862701
FDR31,OUT018,2273.689388
NCQ41,OUT017,2928.948319
FDP38,OUT046,909.3201491
NCU54,OUT027,5038.179551
FDG22,OUT018,718.7075986
DRK59,OUT013,3685.598732
FDC37,OUT046,1831.622618
NCO42,OUT013,2778.102505
NCT42,OUT017,2401.871751
FDX27,OUT035,1637.412503
FDV40,OUT018,972.4488522
FDT45,OUT027,2138.950441
FDS47,OUT019,304.0813124
FDR45,OUT035,4649.533932
FDB03,OUT045,3893.454426
FDO49,OUT035,926.5144386
FDU60,OUT027,4356.548534
FDB26,OUT018,787.4347001
FDB46,OUT017,3671.737992
FDQ37,OUT019,518.4671913
FDN03,OUT017,4104.503648
NCX30,OUT045,3803.975116
FDK32,OUT019,358.5922611
DRM47,OUT013,2838.388343
NCO02,OUT046,1291.868479
FDP04,OUT013,936.8555432
NCO43,OUT049,1876.064555
FDD59,OUT013,1486.086209
FDQ10,OUT017,3231.427359
FDW45,OUT035,2997.253897
NCK30,OUT049,4047.864877
FDU31,OUT018,2642.635274
NCQ17,OUT019,356.248857
FDN01,OUT017,2620.348899
FDZ19,OUT049,2930.311288
DRG37,OUT017,2399.202985
FDE32,OUT045,704.8479126
FDO34,OUT049,2701.060224
FDM04,OUT019,187.8674566
FDZ25,OUT049,2642.984442
FDU08,OUT049,1492.479987
NCW30,OUT045,3449.466391
NCM18,OUT013,939.8593633
FDS22,OUT035,767.7240612
NCH18,OUT017,3623.199188
FDC23,OUT013,2872.590396
FDY46,OUT013,2842.533592
NCU06,OUT046,3667.758238
FDX57,OUT045,1576.789607
FDX36,OUT027,5012.393634
FDL16,OUT045,908.2443022
FDT16,OUT010,609.9495725
FDN16,OUT018,1402.379893
FDC03,OUT046,3840.624276
DRF60,OUT013,4059.770987
FDS27,OUT027,4976.902782
FDP33,OUT010,533.7653917
FDJ36,OUT018,1401.032209
NCR42,OUT013,604.0654549
FDV14,OUT017,1315.883047
NCP42,OUT035,3187.303462
FDB50,OUT027,2425.196314
NCC30,OUT027,4451.077735
FDA23,OUT018,1563.020612
FDW16,OUT017,1311.805733
FDQ52,OUT010,570.3122551
FDB58,OUT049,2309.343834
NCP29,OUT049,1107.043125
NCM05,OUT045,4041.333829
FDO25,OUT013,3805.850248
NCM54,OUT046,2206.416347
NCL54,OUT046,2851.578218
FDL39,OUT010,555.8005535
FDF53,OUT018,2593.64979
NCQ42,OUT035,2260.124778
FDF58,OUT013,928.6731117
FDZ04,OUT035,1095.746992
FDE26,OUT019,314.3907864
FDS60,OUT017,2783.601674
FDV58,OUT017,2900.419017
FDM04,OUT045,798.5031117
FDE08,OUT035,2537.96468
NCB43,OUT049,3196.883806
FDU11,OUT010,290.5408339
FDF22,OUT019,499.0662742
FDE24,OUT013,2294.182759
DRJ49,OUT046,2100.642348
NCQ53,OUT035,4508.256496
NCL41,OUT013,591.828321
FDR22,OUT013,1886.697219
FDH04,OUT035,1363.765661
DRH15,OUT045,851.509267
FDY40,OUT049,907.5654185
NCI17,OUT035,1859.75936
NCC18,OUT013,3015.728827
FDY28,OUT027,4939.013594
FDB45,OUT027,2839.216943
NCL30,OUT018,1874.794798
FDM10,OUT017,3862.806807
FDH22,OUT027,3177.094285
NCZ53,OUT017,2940.283497
NCI18,OUT013,3422.255309
FDH14,OUT027,3062.616939
FDR36,OUT027,1715.300752
FDW01,OUT045,2458.794658
FDK02,OUT027,2853.903354
FDJ02,OUT018,2041.44732
FDU55,OUT013,5381.073054
NCV18,OUT027,2572.377036
FDH14,OUT018,1722.715556
FDZ37,OUT045,1427.859475
FDX49,OUT049,4039.207377
NCD43,OUT046,1776.868927
FDZ07,OUT013,1173.410429
FDK43,OUT035,2140.861903
FDR32,OUT018,3079.474787
FDT39,OUT013,2408.968755
NCV54,OUT017,1913.451408
FDF38,OUT018,653.1818847
FDV60,OUT046,2931.654953
FDH44,OUT027,4128.314157
FDS21,OUT046,1112.534354
NCL41,OUT045,789.8171074
FDM46,OUT017,1526.221341
FDU27,OUT045,967.1041004
NCJ54,OUT017,3956.543897
DRG51,OUT018,2386.678472
NCA29,OUT019,394.2655261
FDR47,OUT045,2701.669655
NCL19,OUT027,3047.105597
DRG01,OUT049,1237.284312
FDG10,OUT046,995.9191052
NCV05,OUT049,2529.011806
NCH18,OUT019,510.3989374
FDV14,OUT018,1135.667555
DRJ23,OUT035,3434.439424
DRJ11,OUT046,3013.055607
FDZ03,OUT017,3811.837405
FDI27,OUT010,126.9152228
FDJ14,OUT018,1204.567647
FDU32,OUT017,1890.081266
FDD47,OUT027,4148.897056
DRF36,OUT035,3069.462964
FDM21,OUT046,3741.668309
FDV10,OUT018,768.3355209
FDH60,OUT018,2713.246483
FDX47,OUT010,414.6034823
FDT19,OUT019,527.7634554
FDO11,OUT045,4146.686805
FDH24,OUT027,4211.158716
FDL02,OUT018,1302.226321
FDB02,OUT049,2548.637782
FDA43,OUT046,2889.687605
FDG52,OUT045,714.4598901
DRC12,OUT013,3016.293939
FDY37,OUT018,1692.342119
NCU18,OUT045,1905.870595
FDU09,OUT035,999.0038749
DRJ25,OUT027,1810.940284
DRE12,OUT018,1902.206797
DRL47,OUT017,2036.028411
DRK01,OUT046,1598.497592
FDC22,OUT019,500.953674
FDG44,OUT013,983.4097944
FDW04,OUT035,2100.286641
FDK09,OUT049,3684.17584
NCN43,OUT035,2183.555819
FDG04,OUT049,3082.661071
FDH32,OUT010,204.3664228
DRI47,OUT017,2657.569665
DRE15,OUT013,1099.652258
FDY11,OUT035,1119.321632
FDO60,OUT049,823.3600669
FDQ20,OUT018,631.9315549
FDO57,OUT027,4067.862808
FDT14,OUT019,274.306392
FDA57,OUT049,861.7597594
DRN35,OUT017,782.908723
FDJ03,OUT046,783.0723282
FDX28,OUT017,1759.237298
DRE25,OUT045,1463.056976
FDR09,OUT046,3729.432456
FDB23,OUT035,4168.893697
FDO08,OUT045,2613.547834
FDQ23,OUT049,1829.201432
FDW04,OUT013,1761.549406
DRK13,OUT010,488.5840209
NCL17,OUT027,3010.948631
FDY21,OUT035,3260.161718
FDJ38,OUT027,4634.076814
FDA37,OUT019,295.1784489
FDV43,OUT013,800.286369
FDL36,OUT046,1613.217046
FDD53,OUT045,710.7331499
FDZ19,OUT010,442.6189987
FDV21,OUT045,1921.510315
NCL54,OUT018,2731.293811
DRI47,OUT027,3660.495918
DRG03,OUT049,2634.549625
FDG21,OUT013,2605.262014
FDW03,OUT018,1520.257494
NCI55,OUT046,2209.662034
DRC36,OUT019,508.7646677
FDH22,OUT017,1998.086341
FDV20,OUT045,1857.36904
NCU41,OUT027,4718.184685
FDN46,OUT027,2799.984896
FDK50,OUT045,2553.964915
NCA05,OUT027,3783.531692
DRH01,OUT018,2685.253669
FDT08,OUT018,2182.0441
FDM08,OUT018,2787.203266
FDZ07,OUT035,1181.178368
FDS22,OUT017,739.0409443
FDV35,OUT027,4003.738704
FDI28,OUT010,188.0494881
FDW58,OUT027,2655.999466
FDT52,OUT045,4267.060329
FDY34,OUT046,2782.083705
FDR10,OUT046,2523.579882
FDK57,OUT017,1977.703281
FDR02,OUT027,2707.587547
FDX49,OUT046,3910.981282
FDQ20,OUT046,832.605879
DRK23,OUT045,3824.771477
NCW06,OUT046,3040.771757
FDR31,OUT017,2513.765045
NCE43,OUT013,3036.565586
DRO59,OUT027,2375.35447
FDN09,OUT049,4401.353835
FDR11,OUT046,2666.973945
FDO57,OUT013,2744.919455
NCX18,OUT017,3356.245221
FDB05,OUT018,3277.603664
FDQ08,OUT018,843.2341795
NCG43,OUT035,1726.185554
FDJ56,OUT013,1625.789895
FDA13,OUT010,153.9705157
FDO56,OUT017,1721.649318
FDB37,OUT018,3168.903333
FDZ02,OUT018,1278.668202
FDQ24,OUT046,4296.811793
FDM16,OUT013,1106.824499
FDU35,OUT049,1761.943053
FDT35,OUT035,2660.915626
NCX30,OUT049,4113.212417
FDG04,OUT017,3205.837702
FDI12,OUT035,1354.130154
FDE35,OUT035,1130.501882
NCP14,OUT027,2772.005465
NCY53,OUT045,1842.000889
FDP49,OUT017,867.9642136
FDQ04,OUT017,870.7653788
FDM39,OUT035,3239.500153
FDO58,OUT019,424.0685513
FDC56,OUT017,2165.769079
NCQ54,OUT046,2811.037027
FDV10,OUT027,1781.37261
NCK17,OUT046,727.7583503
NCF55,OUT027,1628.969545
FDV33,OUT013,4319.4858
NCH29,OUT019,273.6746631
FDA37,OUT027,3005.767414
FDH46,OUT018,1465.988058
FDS25,OUT035,2126.900267
FDH04,OUT027,2606.75612
FDX52,OUT046,3306.716717
NCD42,OUT017,646.4803594
FDW47,OUT017,1970.187495
FDL25,OUT027,2799.326857
NCJ06,OUT010,243.3186412
FDY09,OUT013,2916.907951
FDS40,OUT046,737.942371
FDH41,OUT017,3490.303079
FDG38,OUT035,1470.902997
FDU03,OUT027,4800.598598
FDV20,OUT046,2284.535901
DRB13,OUT045,2829.394976
NCQ30,OUT013,1438.943011
NCH06,OUT013,3849.889401
FDU50,OUT018,1712.868317
NCO42,OUT019,346.7707158
FDW09,OUT018,853.8070237
FDH04,OUT013,1329.464866
FDC21,OUT045,1496.378682
FDL21,OUT049,876.6455793
FDM46,OUT010,226.0117086
FDT22,OUT019,216.8444823
FDB28,OUT035,3355.886354
FDI12,OUT018,1354.471934
FDA28,OUT045,1706.918598
FDF59,OUT013,1821.133475
FDM45,OUT027,2974.609674
FDQ56,OUT017,1465.884091
FDR46,OUT049,2314.711456
FDT01,OUT013,3134.165154
FDD16,OUT027,2169.626614
NCU30,OUT010,342.4590239
FDM40,OUT010,390.0627645
FDI56,OUT035,1839.245573
NCS30,OUT013,2057.699288
FDU08,OUT017,1607.375036
FDX51,OUT027,5102.674833
FDA43,OUT045,2438.257923
FDX59,OUT010,155.8630829
FDC37,OUT018,1465.953443
FDP58,OUT013,3235.799147
NCY42,OUT035,2227.615887
FDF21,OUT018,2543.158861
FDU10,OUT027,1730.040537
DRL47,OUT018,1603.182604
FDA58,OUT018,2712.966541
FDJ22,OUT049,2947.176667
FDK50,OUT046,2552.479787
FDO38,OUT035,1449.419137
DRF60,OUT035,4084.075169
NCZ42,OUT019,503.8666091
FDD35,OUT049,2022.551337
FDL25,OUT045,1319.563938
FDJ16,OUT013,906.7239967
DRK59,OUT049,3765.47465
FDI50,OUT046,3927.008829
NCB19,OUT045,1696.237009
DRI37,OUT035,919.8194591
FDA14,OUT027,3768.060818
FDC08,OUT018,2955.952602
FDS45,OUT046,2159.269529
FDI21,OUT049,1250.30591
DRJ47,OUT035,2982.272367
DRE37,OUT027,4518.232906
FDT55,OUT018,2386.490429
NCG42,OUT027,3158.581542
FDA31,OUT049,3022.83894
NCW42,OUT046,2682.104311
FDF50,OUT017,3205.945552
FDK56,OUT049,3595.137487
FDX10,OUT035,773.7948422
NCK07,OUT027,4169.012751
FDZ49,OUT017,3412.76851
FDR33,OUT013,1776.785515
FDO44,OUT018,1395.685045
FDA20,OUT046,3479.521526
NCL30,OUT045,1647.619577
FDI05,OUT019,212.0129432
FDQ12,OUT018,2884.164545
FDH47,OUT017,1805.788471
FDH34,OUT018,2849.365522
FDF29,OUT046,2147.741314
FDG40,OUT018,631.1429612
NCE18,OUT017,4413.030831
FDP21,OUT010,448.7385727
FDY50,OUT013,1528.580553
FDB36,OUT049,2186.465269
NCZ29,OUT049,2101.447452
FDU20,OUT018,1639.690128
FDO56,OUT013,1962.471726
FDW31,OUT049,3064.564138
DRH59,OUT013,1014.622379
NCB30,OUT017,3322.787463
FDK43,OUT027,3050.367918
FDW43,OUT045,3739.378545
NCL19,OUT017,2282.976047
FDJ27,OUT046,1572.837462
FDC45,OUT046,3062.78422
FDY40,OUT035,807.903585
NCM41,OUT035,1533.613087
NCK18,OUT019,536.784941
FDP37,OUT049,2107.06351
FDA27,OUT027,5696.410868
NCX30,OUT035,3929.674865
FDR09,OUT017,4447.5853
FDG08,OUT027,4491.420114
NCU30,OUT013,2622.58113
FDB16,OUT017,1412.079604
FDM16,OUT017,1342.647111
FDC48,OUT013,1251.903668
NCF18,OUT046,2643.824892
FDU46,OUT018,1251.343395
FDH41,OUT018,3094.616528
NCN42,OUT010,341.3146671
FDU49,OUT046,1576.237048
FDB20,OUT027,2360.584826
FDG50,OUT019,281.4436959
